date,month,year,APN,ANT,AST,BRT,BRV,BRD,BTH,BLB,BOC,BMP,BQC,BWN,BWS,BDP,BIO,BUC,BCL,BTV,CCH,CVE,CMN,CFW,ALM,CPL,CSI,CAS,SLW,CHB,CHY,JNN,CLK,CLA,CGS,CMB,CTG,CYC,MNC,CNV,CUY,MHV,DLV,DMV,DNP,DON,DNL,DWN,EPK,ELC,ENR,ENG,FLR,FOL,FRL,FMD,FRD,MIL,GLK,GBR,GBL,PWL,GNT,DAV,HWE,HNS,HID,MEA,HNT,ICH,INL,MMW,INV,IRC,ISB,JCK,ATN,KNT,KRH,KES,LFY,LGT,HMT,HNN,HDG,LVD,TAH,LVY,LRA,LEW,LNG,LGV,CRW,LON,LSB,LVQ,LWB,CRY,HHL,LYS,SWB,MPL,EDN,MRT,MAT,MHW,MCO,MCS,MMR,MDO,BER,MOR,MRR,NCM,NAT,BUL,MCR,NHG,NML,NCA,ONF,HTH,ORO,LOT,PAR,HVS,PRR,PLL,PNF,PT6,PT7,BIT,PRS,PYM,QUL,RLC,RDN,RLF,RLL,RTD,SDB,SLN,SLS,SNN,SAT,SGB,SNL,SLF,LUS,SPB,SVT,PRU,SGC,SFL,SHA,SHV,SIV,SKN,SLB,SLC,JNK,SOL,SLJ,SLK,SPM,STP,STG,SCC,STD,SW3,TRM,TAB,TMT,TNM,CLE,TUL,TLC,TWT,UNV,KLM,USL,VIL,TAE,VLP,WRS,WHR,WHI,WSN
2005-08,8,2005,6767,19082,1126,29178,63568,86074,,61031,31238,,,55400,85444,28150,55290,104042,83561,47050,184202,36895,327180,37800,870433,19767,238280,314303,71530,9135,254395,8006,32810,183135,5747,,89083,8692,71490,41346,747,1729800,38053,782931,1767000,54802,8829,11700,45370,65359,21960,65193,38983,743110,11500,109000,26057,301400,16800,20088,5342,12022000,41820,53311,25590,29526,57357,15351000,88036,36900,17298,15200,227372,14752,360328,55400,256302,29918,,23053,,,12390,26485,27661,25030,234500,6270,74198,14375,13958,76200,148700,60612,20183,100000,31678,35399,167631,4320,15606,53119,18044,780,735,132964,27448,7707,5526,20840,1482277,13412,3565,277700,8676,734649,824940,218646,1965453,8149,48889,330500,3032324,42644,193730,569400,105689,65400,611949,13514,31499,34819,20400,157802,,10061,24450,10602,64500,42668,8150,21101,104000,18577,44909,1630,1197211,377538,819673,19035,66494,71000,20916,39393,3271767,132116,6850,35364,13870,35600,35970,,9452,12700,148000,175500,48270,6323,20906,14889,24075,47711,71393,1910,1995086,65437,34400,,216884,244179,30850,33750,119380,,226061,38729,237514,105802
2005-09,9,2005,5983,17711,787,28866,62032,71680,,45753,30909,,,51300,79533,18250,52428,98419,74285,46293,179997,36635,294870,27100,808336,17922,235932,306410,71606,8942,244100,7064,55310,149633,4552,,66437,11382,63762,35375,696,1572700,33716,774182,1676000,46681,6440,6976,43950,61042,20900,65278,21585,652327,7170,95700,25243,235683,16300,12416,4715,11939000,40770,51764,24930,26147,51249,15219000,77217,34900,15989,7995,216730,15407,301379,45000,253350,28303,,22377,,,11603,25071,27143,24816,164000,5460,70756,13889,11514,67100,130100,56375,19892,97993,21153,35090,150900,3789,11594,17959,16510,780,745,138175,24942,8680,5273,22114,1452128,13057,3478,274580,8181,708042,731000,206172,1933205,17556,44740,299000,2877345,41714,194220,554300,81572,56800,517030,13807,32080,34819,14400,160212,,9518,24827,8566,52100,37975,7390,20495,82600,17741,44340,2209,1328065,402642,925423,18098,63147,57400,19320,35207,3034837,126445,4730,41522,15294,21000,33840,,9045,11700,123200,172000,39937,4960,20608,13293,13693,45815,69443,2140,1890254,61272,31110,,190948,186026,28744,33289,111379,,218623,37867,237641,99185
2005-10,10,2005,5511,16531,1314,28625,61753,56517,,38481,23897,,,51500,56766,15870,50805,91724,62844,42957,176595,36376,310040,19400,777646,15778,233856,309209,72255,8860,232800,6139,53820,132301,3697,,63849,6920,56946,28240,666,1527200,27726,785410,1635000,40156,5858,7887,42790,56918,20400,63755,7721,566821,6460,83391,24484,233021,14700,12232,4199,12016300,40880,50487,29510,24700,45038,15078000,78567,25149,14594,4291,208434,12302,261247,35180,251100,26338,,22038,,,11209,23779,27040,25012,127500,4888,72142,14375,10766,51954,113600,45224,19680,96710,19623,37527,153010,3654,7437,7600,16060,782,877,160386,24235,8875,5686,17645,1435313,12760,3446,271712,8111,674903,677676,199318,1941019,17413,50246,267500,2740131,40752,168100,569800,75195,44500,451172,13807,33445,34819,9860,166808,,9813,12965,7064,66400,32776,6630,19940,58168,18018,44014,2095,1462938,472598,990340,17865,61005,52300,17798,34649,2855374,114414,3154,38222,14357,28312,31799,,7968,10700,105200,171684,35420,4954,20403,12056,14156,31064,54986,2030,1834100,56062,9858,,177226,176113,27295,32658,97088,,211614,37185,205947,80284
2005-11,11,2005,5152,15781,706,28487,61055,45967,,38254,22349,,,46100,46335,19880,50430,91571,55700,32100,174620,35602,305380,24100,802228,11993,232048,309623,70195,8410,231800,5808,60920,135730,3227,,78354,3724,54546,25320,656,1538400,25205,802880,1620000,34334,3550,10954,42940,53070,21700,64417,1133,516683,6780,71587,24440,257249,10300,15663,3798,11976700,42240,49946,26160,24256,39413,14896000,51812,25021,14700,5207,208136,10992,244607,35238,250200,24986,,21872,,,10849,23621,26729,24999,104400,4270,69732,13904,10502,49735,103300,44598,19584,92185,17667,45262,133519,3218,4867,18159,16252,785,892,159385,21763,8854,5786,15580,1430888,12578,3518,230980,8361,638414,666738,174282,1957582,17386,46705,240430,2615801,39757,168850,582300,67388,44300,459542,13466,31588,34819,10000,158739,,9470,18651,5769,63500,31336,5840,19573,32291,16623,45479,2604,1627412,605206,1022206,19280,59656,53400,16745,35820,2896041,108059,1789,37844,13809,19850,30802,,7707,10400,92900,171100,36620,5926,20290,9429,17115,39448,63341,3150,1765292,54983,8520,,167442,242096,27060,32391,86156,,206658,36622,204680,51091
2005-12,12,2005,8891,21314,2370,28453,60503,61427,,108232,27400,,,63720,97502,31900,52510,96957,76868,44300,172830,37946,331480,124800,913000,12725,232820,269163,71264,9745,254900,7726,112740,275114,2685,,71461,9920,108729,30511,656,1634200,28068,799366,1707000,45959,8570,29344,53000,49704,27600,79064,1410,648549,13700,105142,29667,325508,8935,44210,3772,11576300,42240,58343,27750,22959,37991,15131000,39391,35025,16400,14080,257948,5413,246550,58100,253800,32895,,20504,,,10849,31000,26470,25071,243000,7640,65859,13845,15068,78517,116800,66442,19878,87260,36044,55468,198063,4234,9999,65014,20000,2032,970,149894,34923,9571,5891,19004,1641052,12165,3413,234677,7270,836422,684000,193136,2026677,22430,54131,268500,2924550,38918,201390,579400,60069,65800,521383,14430,32350,39120,12500,165777,,9228,23014,7296,68600,59731,5290,19490,60000,18417,44991,5126,1893469,725801,1167668,26175,59566,54800,15623,48547,3754767,107283,5008,36813,17000,40989,36436,,10572,9680,104700,191600,42980,11139,20267,9810,20039,31227,54321,1860,2022138,54078,11280,,218169,369959,32365,32339,64728,,296292,36510,209531,45712
2006-01,1,2006,8891,23135,5468,28522,60778,75404,,53769,32370,,,56900,92946,41820,53915,111179,83068,37700,179909,45837,264940,107400,939020,13728,232048,285548,70809,9700,236500,8384,136760,270000,3532,,56453,12220,73638,32062,676,1631500,34741,794469,1664000,40138,3890,41864,48660,47092,20800,63967,1182,425054,13940,100548,35537,395955,7770,62810,6910,11205900,41710,51154,35580,21311,47740,15335000,36881,31490,13800,6283,266340,4582,244905,54700,277300,32895,,19829,,,10914,31000,27092,11226,356300,6930,72554,14233,15415,67238,129200,51428,20002,91520,36229,52136,199409,3952,11302,71784,20000,813,745,142259,27804,9230,4811,19058,1616976,12500,2743,268862,7436,734384,666789,181275,1972250,22430,39045,268700,2790281,37725,181040,561900,66065,57000,653798,14480,33123,34819,9811,164056,,9421,24416,7115,67000,51820,4700,23872,77277,17781,44014,12677,2030250,877098,1153152,23735,58498,58800,14755,48547,3586074,101563,3863,34979,12530,50121,41279,,10572,8400,105000,204273,36340,11090,20381,21227,19732,27042,50812,1970,2009460,55314,24165,,215431,395000,32660,32245,53016,,248302,37695,206654,46166
2006-02,2,2006,8891,24281,5505,28591,60365,78918,,89697,33800,,,58900,113097,39800,55600,115051,83001,39901,180438,44869,265180,109000,961802,14485,232048,273049,72436,9530,242300,9103,163000,314265,4138,,45860,12787,77629,32428,747,1626100,35802,804548,1647000,25540,5290,47228,49990,48687,21700,73191,1713,445373,14200,103923,40710,401670,6670,67600,7176,10793400,41090,56744,35180,20000,52915,15520000,44944,31938,14700,10998,268671,14860,248125,56300,281220,32895,,21587,,,10360,31000,27040,11543,408700,7460,73601,13874,15610,74126,140100,49467,20258,99000,32421,49046,200392,4139,14059,49927,20000,1637,976,140774,34153,8472,5833,20200,1641443,12552,3279,277220,7805,759964,689000,191726,2016320,22430,52169,262600,3007906,37953,176930,546700,65709,59600,719421,15199,33307,34819,11100,164333,,9616,22949,7221,67200,49955,4080,24005,93928,18961,44584,15635,2019836,875452,1144384,25850,56648,65900,13772,48547,3834224,107850,4588,37576,16975,58346,41642,,10572,6140,105100,207200,42070,16033,20449,21566,25000,24295,47656,1600,2006988,56541,29556,,214683,410917,33160,32245,53280,,262905,37525,208284,44215
2006-03,3,2006,8891,23485,6155,29353,65126,78054,,101206,32100,,,51700,107818,38230,59865,138462,84200,29300,192511,57073,340100,108300,998000,15201,234893,317719,69594,10330,218100,9032,206190,323921,5442,,34114,15615,88172,34154,1752,1664700,40590,796769,1696000,8532,4070,49141,49050,51584,17000,71062,1264,710214,14000,99713,48623,495716,3420,95040,6933,10704100,42660,63364,25350,20667,77009,15337000,32447,27898,14800,13100,279942,17785,287980,54800,304762,32895,,21811,,,11060,31000,27920,12654,462400,6955,88166,14083,19395,77847,149700,40649,20769,102470,22478,59847,184519,4047,14871,38262,20000,1001,976,151538,31185,8430,5906,17834,1636777,13192,3216,331827,7857,805695,680000,255072,2074976,22430,50673,213000,2898959,37048,193540,563900,70830,57800,843444,15043,32758,34819,9570,166108,,11135,24841,6912,67200,50070,3510,24425,86105,18517,51175,16178,2031649,968506,1063143,27665,61277,77100,14126,48547,3853900,108870,3923,39303,14013,56317,41363,,10572,3940,91300,204100,47660,29608,21021,21308,60450,44491,68228,1460,2102134,60132,34400,,202837,444970,38315,32735,56495,,251429,38787,214800,37844
2006-04,4,2006,8891,24769,6155,30021,70892,80855,,118815,35600,,,54800,,31330,60340,141308,94300,,197177,61291,355480,106800,1080000,16837,251840,316725,68828,10000,215000,9001,246740,323482,8096,,28081,21567,88663,41964,2372,1665500,41294,804597,1829000,31444,6000,48937,48820,56564,26300,73538,4312,766500,14200,114600,58367,327648,2330,97438,6979,11093400,43830,74668,23290,21507,83841,14966000,33968,27486,15000,,296140,16624,382631,56200,339845,32895,,21483,,,11597,31000,27868,13797,550500,7468,89252,14195,19132,,137000,40783,21627,98770,,56541,208000,4250,,123272,20000,909,970,156670,30424,10203,5950,18374,1622395,13636,2970,359740,7833,899183,759000,262455,2207572,22430,42428,199000,3136502,37680,198420,558000,70830,67600,888856,15303,33353,37769,17400,167012,,11815,24457,,66800,49277,2950,24049,,18058,49547,23846,2024025,964671,1059354,24820,66353,82900,15946,48547,4057305,93888,4640,37565,17000,,41325,,10516,2010,112300,211900,48840,59326,21555,21502,132703,47116,70429,2330,2337753,60814,33290,,225805,478293,37730,33594,45710,,245570,40781,238407,38200
2006-05,5,2006,8891,23362,6155,29915,72064,81134,,128780,38600,,,63200,117846,35170,59280,142846,105000,39100,197397,45157,380580,104600,1120000,17226,252381,316438,70970,9870,261700,9014,251250,304560,7007,,92916,14334,89154,43370,924,1690200,41085,809200,1882000,59193,8070,49400,48410,57982,24700,70880,57433,927571,14200,133309,55967,472938,11700,91220,6967,12258100,47060,72164,26740,18991,88404,14470000,69206,41412,17300,18093,287645,14433,412940,64900,336995,31830,,21392,,,11701,31000,26884,14124,679400,7350,89189,13587,18283,92193,151500,72110,21545,98330,44462,52442,208719,4177,17194,122836,20000,814,662,161116,30566,10017,5646,23632,1596120,13384,3362,355577,8003,937447,930000,262990,2287150,22395,41656,302200,3479595,37409,196070,562200,71902,71500,919004,14405,30882,37345,25200,165409,,11815,24578,14026,66400,44677,4200,23828,133760,18317,45967,5645,1897192,893430,1003762,23520,67722,82600,15208,48069,4467101,103639,5454,40132,16650,61181,41201,,10112,4470,190100,221700,48310,49516,21438,20572,180176,46247,69778,2080,2428708,64969,34680,,264861,479845,37300,33385,84266,,242125,40722,238055,93400
2006-06,6,2006,7902,22806,5713,29597,70892,97327,,114270,40342,,,67638,105666,41410,56145,137051,104000,40842,194804,38212,394760,95800,1090000,22134,249421,311870,68131,9735,272600,8556,234280,264790,5620,,120936,11984,85306,43581,822,1670100,40077,807051,2003000,63905,9512,44930,48230,53504,27500,64394,61729,919072,14100,130942,54143,523137,16200,83649,6960,12765600,48600,67436,31290,15782,84887,14178000,85923,44191,17600,21962,273300,8488,380455,68100,334715,29629,,21459,,,11192,29808,26574,14066,737200,7489,83577,13602,16522,90493,171400,75275,21210,102930,48853,51325,200023,5287,18226,122635,20000,794,651,161250,34768,9801,5957,22639,1561407,13003,3323,343640,7674,899915,1020000,247888,2349393,21995,40788,354700,3476472,35980,197570,575800,70535,66600,987117,14329,33123,34819,30700,159097,,11500,24256,14661,66100,43835,7320,23312,140685,17919,44421,1962,1696202,797491,898261,21305,65090,82300,14171,46482,4249102,130407,8376,36996,15528,56470,40660,,9997,10900,186300,231100,48450,33132,21253,19351,178397,39668,63606,5980,2277112,65970,29556,,269005,353813,35760,32916,122718,,236876,40307,239303,123000
2006-07,7,2006,7019,21874,4765,29144,70160,97103,,90227,39200,,,59100,105666,40800,54050,120156,92263,47100,189896,38212,356040,72700,1060000,22115,245941,307515,65754,9510,270300,8623,212130,202000,4151,,118934,11692,76175,43935,747,1394600,39148,801270,1934620,60990,9360,34377,46540,47682,25774,65387,61767,819628,13706,120124,50581,473917,17300,77106,6426,12415900,46080,63676,37210,12335,73731,13993000,85275,41776,17500,21906,255630,10846,321226,58900,329300,27408,,22303,,,10471,27985,25570,13970,712600,6270,76925,13823,13976,84090,181100,68008,20797,100000,34162,49240,167299,4560,17480,117382,19516,785,667,157532,30613,8683,5964,21300,1515501,12500,3452,316240,7970,788282,954000,227857,2265720,21445,50886,358300,3258938,34587,195180,584300,70848,58300,833148,13980,33169,37406,23300,165676,,11135,24176,14008,63300,40786,9220,22393,123433,17484,42818,1960,1398138,529860,868278,19240,61050,81900,12383,41920,3784113,132472,8102,39768,15429,42540,38324,,9528,12800,159700,215800,49740,20001,20792,17213,106425,47990,71754,5660,2142491,65900,31650,,244989,267115,33240,31720,110217,,229275,39484,237482,106000
2006-08,8,2006,5839,20377,3656,28797,68706,84134,,62368,34600,,,51000,82726,28330,52370,102045,79497,43200,184768,37858,340100,41200,997000,19272,242491,294643,70544,9300,260800,7519,189210,155600,2764,,106675,11369,66402,40581,676,1705800,38095,796965,1770484,57925,8790,24384,44930,43129,21681,67098,24974,733596,13241,106736,45541,321145,16100,64338,5379,12017300,44680,60303,33040,9288,63607,14005000,87552,35146,17300,19298,237548,14539,266385,49100,324350,24934,,21110,,,9728,26377,24943,13831,636400,5092,70018,13491,11710,74901,168900,58595,20430,100000,24385,46000,132706,3127,16651,93065,18312,781,657,154608,30142,8857,5855,23164,1474623,11990,3558,284805,7904,722443,831000,206937,2145494,21292,51180,332700,3014386,33141,192250,579600,71753,48400,589199,13980,31633,34819,20618,163753,,10516,24652,8511,64900,36892,8390,21796,93541,18537,41296,2075,1235614,402776,832838,19240,57967,75400,10427,37536,3377701,134098,6896,38796,14029,30687,36018,,8870,12400,139600,208500,49740,12421,20290,14838,31117,49680,73717,1550,1980485,65658,35800,,203004,194088,30930,30727,98941,,221667,38556,237450,91500
2006-09,9,2006,5322,19016,2606,28453,67121,71223,,51881,26600,,,45800,76806,18560,47590,93473,76951,44100,180203,37682,304340,30300,945000,17991,239330,265740,71901,9145,257032,6424,171310,128189,1770,,104966,11070,59794,34154,598,1584400,35775,779701,1667000,49441,8250,18952,43540,39640,18100,67907,472,638842,9710,97462,43076,240208,13000,56247,4546,11916800,45440,57721,21980,6726,56099,13887000,87452,31063,16600,14033,221388,16624,236191,40100,321075,21900,,21362,,,8937,24887,24509,13700,566400,4300,65516,14487,10228,65909,157700,52052,20118,100000,22683,45907,119580,1758,13323,70810,17104,786,770,154558,31959,8553,5928,23374,1444734,11548,3827,279170,7847,696553,737000,192975,2056251,20869,46023,301800,2832969,32308,191160,555000,71809,38100,465361,13931,31544,34819,14500,163350,,10516,24658,5135,49800,32811,7170,20817,73899,18577,40014,2142,1313144,402112,911032,19555,55256,64300,8883,33510,3205145,127177,3748,37617,14970,32368,33577,,8285,12200,122200,204200,38110,5620,19773,12628,11109,41972,65688,3540,1794965,61177,29308,,173891,153905,29350,30297,90271,,215196,37924,237831,71200
2006-10,10,2006,5256,17873,202,28213,65835,55818,,41289,16400,,,42278,,17680,46870,83896,,,176364,37594,313430,27800,905000,16658,236975,232892,71930,8660,251100,5580,166650,111773,996,,96714,10647,57843,26940,569,1467500,30231,759443,1611760,49772,3450,18952,42500,37611,17400,68539,263,537961,7766,88935,42376,241217,11100,55173,4049,12526100,47390,55681,24160,6448,49303,13964000,68292,21500,14553,,214418,15856,230820,32800,315110,19840,,21550,,,8795,23421,23984,13698,518700,3620,63595,14128,9953,48700,145100,43500,19929,100000,,49831,122464,,,31459,16768,787,833,148746,29628,8902,5891,17549,1429418,11260,2678,275540,7719,668370,655083,189210,1988087,20698,45708,270800,2759691,31042,166950,577200,69472,26600,410330,13734,32035,36269,9880,166987,,10363,24632,3150,52400,28055,6010,20224,,18941,38894,2373,1460894,438764,1022130,18950,51632,52600,7417,32690,3119405,116263,1665,37607,10800,34400,31502,,7918,11100,109600,202200,35310,5880,19418,10991,13806,25235,48791,2520,1757826,56685,12900,,156300,160410,28040,29994,90372,,209043,37412,206242,63900
2006-11,11,2006,5282,17310,92,28111,65126,47446,,40230,9410,,,33700,52944,21230,49720,84111,65600,41605,173083,37769,311870,33400,854000,15632,234634,204629,65754,8470,248658,5654,167250,111750,584,,88058,4646,50476,20060,551,1507800,26396,732604,1597000,36723,3310,19724,42600,38416,18400,68003,770,487700,8136,76016,42376,252957,8510,56030,3560,12415900,44790,54980,24280,6270,42558,14014000,53324,21900,13478,5322,214622,6154,225877,33100,304762,18583,,21653,,,8795,22833,22940,13656,503900,3180,66370,13971,9598,47000,128400,46610,19846,100000,17690,52442,108079,1270,6175,21975,17078,788,817,139939,20738,9013,5862,21526,1425744,11048,3204,258102,7899,655089,645000,175803,1994488,20809,50859,249200,2679694,31366,165340,565600,62913,24200,434823,14104,31058,33103,9640,161196,,10927,11460,2175,59100,26572,4860,19824,28145,17701,39454,3322,1651022,563953,1087069,21710,52011,52000,6269,33982,3127097,112708,1727,40633,11700,18065,30846,,7783,9170,98800,202100,34790,6782,19132,10927,17020,38142,61413,2030,1748900,55175,12900,,151000,208933,25190,29341,90877,,203382,36960,205446,49900
2006-12,12,2006,6740,16961,46,28145,64274,39287,,46361,10100,,,28800,46711,24660,52660,85038,63077,40000,170639,37244,322390,56100,803000,13218,233308,158553,72255,8542,247900,5747,168670,140122,478,,65666,4014,59874,21338,569,1579100,25742,724415,1599851,21417,3440,23752,46036,38376,22500,70322,1089,481588,8983,69571,42631,248360,6310,60600,3330,12076500,42450,54632,27030,6298,39078,14164000,47848,22400,13810,4544,220096,4941,226590,33900,303450,18805,,21277,,,8766,23507,23303,13670,492900,3120,66105,13859,9568,49400,113600,50113,19809,97520,9885,53472,92634,912,5095,26137,17911,790,924,138632,17848,8721,5792,17690,1435682,10908,3934,249100,8144,687888,640963,171954,1992391,22430,55998,230700,2792688,32890,162930,584500,67640,45000,467951,8589,32986,33327,9750,160039,,10363,23374,1159,61500,48641,3460,19599,12728,17562,45316,3425,1922081,679751,1242330,21680,54781,52900,6464,36415,3334767,102789,1571,36687,11600,18000,30996,,9016,7280,89200,201700,38759,9447,18957,10930,22931,24880,48557,6420,1785806,56289,13740,,155600,292164,24810,29187,81304,,211017,36510,204592,44900
2007-01,1,2007,7082,16399,36,28145,63707,22479,,35433,9160,,,27500,34057,27830,55680,85808,58935,37680,168036,36030,318950,72200,793000,10522,231534,181988,70412,8600,240300,7567,169080,142000,530,,47553,4061,61913,22428,588,1656000,26031,731170,1607000,15434,3312,26369,47581,38336,15800,63444,1154,468362,9064,68170,42806,237424,4850,60784,3204,11703400,39220,49706,30030,6233,39949,14309000,49458,22700,13757,4372,220100,8717,223253,34400,301885,17361,,21116,,,8767,23000,22895,13809,466100,3140,66619,14195,10195,50400,122900,45028,19781,90630,3849,50127,80500,1017,4725,32946,18472,789,918,127600,19205,9377,6044,13970,1431807,10767,4082,238840,7476,674620,636376,169972,1976860,22430,42351,219000,2794559,34371,161050,574500,68578,40800,492237,14632,30359,34290,9890,156906,,10312,13156,580,61628,45294,2530,19000,6828,17445,48733,3372,1942573,777646,1164927,19680,57174,54500,6301,37912,3374275,93775,801,41110,10700,17200,31434,,8824,6150,81700,198100,38345,10861,18718,11088,14880,48912,71646,3870,1800502,56040,22401,,167800,339767,23200,28895,67989,,208404,36176,205063,41800
